Split,Best_Epoch,Best_Stage,Accuracy,F1_Macro,F1_Weighted,F1_Negative,F1_Neutral,F1_Positive
Validation,6,full,0.9374605180037903,0.8352065668387509,0.9360244034390771,0.9499647639182522,0.6015037593984962,0.9541511771995044
Test,6,full,0.9311433986102338,0.8236187042251006,0.929357395122508,0.9493670886075949,0.5723684210526315,0.9491206030150754
