epoch,stage,train_loss,train_acc,train_f1_macro,train_f1_weighted,val_loss,val_acc,val_f1_macro,val_f1_weighted,val_f1_neutral,val_selection_score,phobert_lr,trainable_params
1,frozen,0.9521726624115364,0.5975844565027131,0.44564958110156505,0.6053251550655293,0.7943830095758342,0.8149084017687934,0.5556430389034726,0.7960876689338197,0.0,0.5556430389034726,0.0,247075
2,partial,0.6289066001356065,0.82863644319972,0.5679258644266808,0.8122595665410385,0.42752273775862926,0.9027163613392293,0.633058600180889,0.8839933433019409,0.05128205128205128,0.633058600180889,1e-05,28598563
3,partial,0.41636825985164494,0.8937510939961492,0.6941019419145787,0.8867208043951295,0.3699313223437227,0.914087176247631,0.7674250302786684,0.9106113483825719,0.43548387096774194,0.7674250302786684,1e-05,28598563
4,full,0.34895934768060183,0.9150183791353055,0.7713343501739146,0.9136919778332234,0.3046241519558761,0.936197094125079,0.8286278226701206,0.9360894647419479,0.5793103448275863,0.8286278226701206,2e-05,135245347
5,full,0.2817901159242655,0.9413618064064414,0.840959872999674,0.9411314348493431,0.3632360758598555,0.9355653821857233,0.8253836125181154,0.9348402560380705,0.5714285714285714,0.8253836125181154,2e-05,135245347
6,full,0.2006199223650424,0.9605286189392613,0.8942029629351208,0.9604790174957127,0.46335308146051535,0.9406190777005685,0.8322722308687451,0.9374968824182548,0.5882352941176471,0.8322722308687451,2e-05,135245347
7,full,0.13868250803259963,0.9752319271836163,0.938555576338305,0.9751667960193544,0.4298766599650579,0.9399873657612129,0.8502198045124209,0.9407031410255909,0.6405228758169934,0.8502198045124209,2e-05,135245347
8,full,0.09724874967608237,0.983896376684754,0.9608586863420595,0.9838620152712234,0.5167639814764073,0.9463044851547694,0.8472305312466591,0.944809388633373,0.6212121212121212,0.8472305312466591,2e-05,135245347
9,full,0.07195945999957946,0.9877472431297042,0.9715878097644275,0.987754117324554,0.5505072686123318,0.9406190777005685,0.8530940035129267,0.9398535825761496,0.6521739130434783,0.8530940035129267,2e-05,135245347
10,full,0.05272653684764123,0.9901977945037633,0.9790945393353181,0.9901863187723862,0.5563586907260792,0.9450410612760581,0.8558930235266714,0.94401034389674,0.6518518518518519,0.8558930235266714,2e-05,135245347
