Split,Best_Epoch,Best_Stage,Selection_Metric,Selection_Score,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,F1_Weighted,F1_Negative,F1_Neutral,F1_Positive
Validation,10,full,f1_macro,0.8558930235266714,0.9450410612760581,0.8725814555671247,0.8422711851247073,0.8558930235266714,0.94401034389674,0.9545772187281621,0.6518518518518519,0.96125
Test,10,full,f1_macro,0.8558930235266714,0.932406822488945,0.8475353860707419,0.8108805782518816,0.8266144210992733,0.9304225227045252,0.949685534591195,0.58,0.9501577287066246
