Split,Best_Epoch,Best_Stage,Accuracy,F1_Macro,F1_Weighted,F1_Negative,F1_Neutral,F1_Positive
Validation,8,full,0.9399873657612129,0.8460835986090673,0.9386687501526304,0.9506346967559943,0.631578947368421,0.9560371517027864
Test,8,full,0.9317751105495894,0.8297551049297693,0.9296907837149703,0.9462517680339463,0.5925925925925926,0.950420954162769
