Split,Best_Epoch,Best_Stage,Selection_Metric,Selection_Score,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,F1_Weighted,F1_Negative,F1_Neutral,F1_Positive
Validation,7,full,f1_macro,0.8477909808882219,0.9406190777005685,0.8407845575501801,0.8558049561914579,0.8477909808882219,0.9413312459458404,0.9497206703910615,0.631578947368421,0.9620733249051833
Test,7,full,f1_macro,0.8477909808882219,0.9301958307012003,0.8279246683564906,0.832528086739778,0.8300916036785329,0.9304225393905364,0.9492119089316988,0.591715976331361,0.949346925772539
