topic_id,topic_name,samples,accuracy,f1_macro,f1_weighted
0,Giang vien,2290,0.9467248908296944,0.8369972595675,0.9456772420126394
1,Chuong trinh dao tao,572,0.8898601398601399,0.7406178726212668,0.8850145537802143
2,Co so vat chat,145,0.9862068965517241,0.8321212121212122,0.9861943573667712
3,Khac,159,0.8176100628930818,0.8099254697192841,0.8174248108113116
