Split,Best_Epoch,Best_Stage,Accuracy,F1_Macro,F1_Weighted,F1_Negative,F1_Neutral,F1_Positive
Validation,8,full,0.9418825015792799,0.8362165455300038,0.9402132720687824,0.9525801952580195,0.5954198473282443,0.9606495940037476
Test,8,full,0.9254579911560329,0.7831398603420431,0.9195565801258345,0.9441941074523397,0.4591439688715953,0.9460815047021943
